,,,,,,,,,,,,,,,,,,,,,
,"Below target quantity",,,,,,,,,,,,,,,,,,,,
,10,,1,,0,,,-1,,,"152720",,,,,,"Needleholder Mayo Hegar 6""",,,,
,15,,4,,3,,,-1,,,"3003-381",,,,,,"Needle Holder Micro Titanium",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WCAR107",,,,,,,,,,,"S/N:",,"002",,,,"ENDO VEIN PA TRAY  2",,,,
,6,,1,,0,,,-1,,,"CH8137-21",,,,,,"Jacobson Del Touch Needle Holder  8-1/4"" Cvd",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WCAR151",,,,,,,,,,,"S/N:",,"002",,,,"DR ROKKAS IMA RETR CARDIAC 2",,,,
,3,,1,,0,,,-1,,,"VC7428620",,,,,,"Blade 20mm",,,,
,6,,1,,0,,,-1,,,"VC7422128",,,,,,"Rake 28mm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WCAR152",,,,,,,,,,,"S/N:",,"001",,,,"DR ROKKAS SPECIALS 1",,,,
,6,,2,,1,,,-1,,,"3003-916",,,,,,"Forceps Legacy Micro Round Handle 9""",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"DR ROKKAS SPECIALS 2",,,,
,1,,3,,2,,,-1,,,"6006-330",,,,,,"Jacobson Needle Holder D/d 9"" Str Hvy",,,,
,3,,2,,1,,,-1,,,"3003-346",,,,,,"Needle Holder Legacy Jacobson Micro Round Handle 9""",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WCAR156",,,,,,,,,,,"S/N:",,"002",,,,"SIZER MITRAL BAND 2",,,,
,8,,1,,0,,,-1,,,"1174H",,,,,,"Sizer Mitral Band 40mm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WCAR163",,,,,,,,,,,"S/N:",,"001",,,,"TRIAL SCANLAN INSTRUMENTS 1",,,,
,2,,2,,1,,,-1,,,"6006-10",,,,,,"Needle Holder Fell 2mm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WCAR166",,,,,,,,,,,"S/N:",,"001",,,,"VEND BIOMET STERNALOCK BLU ""C"" 1",,,,
,17,,24,,18,,,-6,,,"73-2412",,,,,,"Screw Cancellous 2.4 x 12mm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WCAR173",,,,,,,,,,,"S/N:",,"001",,,,"TRITIUM SCP STERNAL CABLE PLATE ""C"" 1",,,,
,16,,2,,1,,,-1,,,"PDSD-1000-1",,,,,,"Screwdriver Prodex Power",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WCLI004",,,,,,,,,,,"S/N:",,"001",,,,"MINOR TRAY/GEN SURG CLINIC 1",,,,
,8,,1,,0,,,-1,,,"BH144R",,,,,,"Clamp Crile 5-1/2"" Str",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WCLI005",,,,,,,,,,,"S/N:",,"001",,,,"MUSCLE TRAY NEUROLOGY CLINIC 1",,,,
,13,,1,,0,,,-1,,,"MH6-10",,,,,,"Forceps Dressing Cross Serrated Tips 6""",,,,
,16,,1,,0,,,-1,,,"MH11-78",,,,,,"Retr Crile Blunt",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"004",,,,"MUSCLE TRAY NEUROLOGY CLINIC 4",,,,
,20,,1,,0,,,-1,,,"124",,,,,,"Small S S Basin",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WCLI014",,,,,,,,,,,"S/N:",,"001",,,,"SEYED/RAD ONC 1",,,,
,3,,2,,1,,,-1,,,"729",,,,,,"Caps",,,,
,6,,6,,0,,,-6,,,"732",,,,,,"Cervical Markers",,,,
,7,,8,,0,,,-8,,,"726",,,,,,"Gold Seeds",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WCLI035",,,,,,,,,,,"S/N:",,"003",,,,"VAGINAL CT/MR APPLICATOR SET RAD/ONC CLINIC 3",,,,
,11,,1,,0,,,-1,,,"101.013",,,,,,"Perineal Bar",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENDO013",,,,,,,,,,,"S/N:",,"008",,,,"LAPSC APPLIER CLIP MICROLINE 8",,,,
,3,,1,,0,,,-1,,,"3707",,,,,,"Clip Applier Lg",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENDO020",,,,,,,,,,,"S/N:",,"001",,,,"LAPSC DR GOULD NEEDLE DRIVER 1",,,,
,4,,2,,1,,,-1,,,"250-080-311n",,,,,,"Gator",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT003",,,,,,,,,,,"S/N:",,"001",,,,"ARCH BARS ENT 1",,,,
,3,,1,,0,,,-1,,,"OS1086-001",,,,,,"Molt Elevator 7"" D/e",,,,
,45,,1,,0,,,-1,,,"201-001",,,,,,"Arch Bar",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT005",,,,,,,,,,,"S/N:",,"001",,,,"BAHA SUPPLEMENT ENT 1",,,,
,23,,1,,0,,,-1,,,"92142",,,,,,"Implant Inserter",,,,
,25,,1,,0,,,-1,,,"92143D",,,,,,"ISO Adaptor (Lot # 90361)",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT009",,,,,,,,,,,"S/N:",,"001",,,,"COCHLEAR CI24M 1",,,,
,3,,1,,0,,,-1,,,"Z33011",,,,,,"Template",,,,
,8,,2,,1,,,-1,,,"MI1582",,,,,,"Angled Dilator",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"COCHLEAR CI24M 2",,,,
,2,,1,,0,,,-1,,,"Z30090",,,,,,"Electrode Claw Straight",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT012",,,,,,,,,,,"S/N:",,"001",,,,"DILATOR JACKSON 1",,,,
,4,,1,,0,,,-1,,,"507810",,,,,,"Dilator 10 Fr.",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT013",,,,,,,,,,,"S/N:",,"001",,,,"DR BLUMIN MICROLARYNGEAL SPECIALS 1",,,,
,17,,1,,0,,,-1,,,"50-5420",,,,,,"Jackson Alligator Grasper 4mm X 22mm 28Cm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"003",,,,"DR BLUMIN MICROLARYNGEAL SPECIALS 3",,,,
,9,,1,,0,,,-1,,,"L71.991",,,,,,"Heart Shape Micro Mini Right Forcep",,,,
,25,,1,,0,,,-1,,,"50-6870",,,,,,"Suction Open Tip 3mm (Set 2)",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT016",,,,,,,,,,,"S/N:",,"001",,,,"ENT LARYNGEAL MICRO INSTRUMENTS 1",,,,
,33,,1,,0,,,-1,,,"502594",,,,,,"Venturi Ventilating Needle 4"" 14ga",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"ENT LARYNGEAL MICRO INSTRUMENTS 2",,,,
,2,,2,,1,,,-1,,,"LS1023",,,,,,"Ossoff Karlan Microlaryng Suction 4mm",,,,
,5,,1,,0,,,-1,,,"605173",,,,,,"Dissector Laryngeal Small",,,,
,24,,1,,0,,,-1,,,"8684B",,,,,,"Scissors Micro Upbiting",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"003",,,,"ENT LARYNGEAL MICRO INSTRUMENTS 3",,,,
,5,,1,,0,,,-1,,,"605173",,,,,,"Dissector Laryngeal Small",,,,
,7,,1,,0,,,-1,,,"605174",,,,,,"Dissector Laryngeal Medium",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT017",,,,,,,,,,,"S/N:",,"001",,,,"ENT FACIAL PLASTICS NASAL 1",,,,
,68,,1,,0,,,-1,,,"P2440",,,,,,"Castroviejo (5.5)",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"ENT FACIAL PLASTICS NASAL 2",,,,
,26,,1,,0,,,-1,,,"355-138",,,,,,"Forceps Green Fixation  4"" W/th 10mm Jaws",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT018",,,,,,,,,,,"S/N:",,"001",,,,"ENT FACIAL PLASTICS SOFT TISSUE 1",,,,
,38,,2,,0,,,-2,,,"054120",,,,,,"Cottle Skin Hook 5-1/2"" 2-prong Sharp 12mm",,,,
,44,,2,,0,,,-2,,,"164786",,,,,,"Cricoid Hook - Small",,,,
,68,,1,,0,,,-1,,,"P391",,,,,,"Facelift Marker  D'Assumpcao (6')",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT020",,,,,,,,,,,"S/N:",,"001",,,,"DR WOODSON SLEEP APNEA 1",,,,
,49,,1,,0,,,-1,,,"N6215",,,,,,"Retractor - Love",,,,
,55,,1,,0,,,-1,,,"3E2020-01",,,,,,"Evac Bending Tool",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"DR WOODSON SLEEP APNEA 2",,,,
,18,,1,,0,,,-1,,,"101-266",,,,,,"Nelson Metzenbaum Scissors Tc 9"" Str",,,,
,21,,1,,0,,,-1,,,"100-297",,,,,,"Reynolds Scissors 7"" Cvd Narrow Tip",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"003",,,,"DR WOODSON SLEEP APNEA 3",,,,
,21,,1,,0,,,-1,,,"100-297",,,,,,"Reynolds Scissors 7"" Cvd Narrow Tip",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT021",,,,,,,,,,,"S/N:",,"003",,,,"EAR INST ENT 3",,,,
,36,,2,,1,,,-1,,,"N0608",,,,,,"Baron Suction 3"" 3fr",,,,
,52,,2,,1,,,-1,,,"N1690-11H",,,,,,"Rosen Suction Tube 22g",,,,
,55,,2,,1,,,-1,,,"N1705-O",,,,,,"House Adaptor Cut-off",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"004",,,,"EAR INST ENT 4",,,,
,31,,2,,1,,,-1,,,"130-260",,,,,,"Brown Adson Tissue Fcps 4-3/4"" Multi/th",,,,
,51,,2,,1,,,-1,,,"N1690-11G",,,,,,"Rosen Suction #20 ( Needle)",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"006",,,,"EAR INST ENT 6",,,,
,20,,1,,0,,,-1,,,"N1685-P60L",,,,,,"Perkins Retractor Left Solid Bld W/spikes",,,,
,41,,1,,0,,,-1,,,"N1705-75A",,,,,,"House Suction/irrig 20x22ga",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT022",,,,,,,,,,,"S/N:",,"002",,,,"EAR TUBE INSERTION 2",,,,
,8,,1,,0,,,-1,,,"13-52321",,,,,,"E/Z Chuck Blade Handle",,,,
,16,,1,,0,,,-1,,,"130176",,,,,,"Needle Rosen",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT024",,,,,,,,,,,"S/N:",,"001",,,,"ENDOSCOPIC SINUS ENT 1",,,,
,27,,1,,0,,,-1,,,"586025",,,,,,"Eicken Antrum Cannula W/luer Lock 2.5mm",,,,
,35,,1,,0,,,-1,,,"529305",,,,,,"Suction Frazier Tube 5fr Cailibrated",,,,
,46,,2,,1,,,-1,,,"030101",,,,,,"Vienna Nasal Speculum #1",,,,
,48,,1,,0,,,-1,,,"RH102",,,,,,"Nasal Speculum  50mm  Self-Retaining",,,,
,49,,1,,0,,,-1,,,"RH101",,,,,,"Nasal Speculum  65mm  Self-Retaining",,,,
,62,,2,,1,,,-1,,,"660500",,,,,,"Knife  Sickle - Pointed",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"ENDOSCOPIC SINUS ENT 2",,,,
,97,,1,,0,,,-1,,,"23-0578",,,,,,"Biopsy Forceps Horizontal 110° Dbl Spoon 2x7mm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"003",,,,"ENDOSCOPIC SINUS ENT 3",,,,
,48,,1,,0,,,-1,,,"RH102",,,,,,"Nasal Speculum  50mm  Self-Retaining",,,,
,77,,1,,0,,,-1,,,"23-0573",,,,,,"Nasal Scissors 4-3/4"" Adult Cvd Left B/",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT025",,,,,,,,,,,"S/N:",,"001",,,,"EYE INST ENT 1",,,,
,10,,2,,1,,,-1,,,"E6760",,,,,,"Fcp  Fine - Smooth                                           #12",,,,
,12,,2,,1,,,-1,,,"3442",,,,,,"Fcp  Points - .3  (4 1/4')                                   #14",,,,
,29,,3,,2,,,-1,,,"4130",,,,,,"Needle Holder  Castroviejo Locking  5-1/2""   #25",,,,
,36,,2,,0,,,-2,,,"421512",,,,,,"Retractor Barraquer Speculum # 30",,,,
,39,,1,,0,,,-1,,,"005600",,,,,,"Retractor Knapp Lacrimal Sac",,,,
,41,,1,,0,,,-1,,,"421660",,,,,,"Retractor Rake  #32",,,,
,43,,3,,2,,,-1,,,"OP2321",,,,,,"Oconner Hook 5-1/2"" S/",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT026",,,,,,,,,,,"S/N:",,"002",,,,"FACIAL FRACTURE ENT 2",,,,
,47,,2,,1,,,-1,,,"0427",,,,,,"Needle Holder Crile",,,,
,49,,1,,0,,,-1,,,"380-210",,,,,,"Retractor Malleables - Width  1'",,,,
,50,,1,,0,,,-1,,,"380-204",,,,,,"Spatula Davis Brain 7""x 1/2"" Malleable",,,,
,63,,1,,0,,,-1,,,"KM 46-625",,,,,,"Wire Cutter Tc 7"" End & Side Cutting",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT030",,,,,,,,,,,"S/N:",,"001",,,,"HELIX/ENT 1",,,,
,5,,1,,0,,,-1,,,"CI-4420",,,,,,"Bte/Device Marking Template",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT038",,,,,,,,,,,"S/N:",,"001",,,,"KARTUSCH ENT 1",,,,
,12,,2,,0,,,-2,,,"13-52415",,,,,,"Cable",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"KARTUSCH ENT 2",,,,
,3,,1,,0,,,-1,,,"13-52402",,,,,,"Elevator ( Red Tape)",,,,
,8,,1,,0,,,-1,,,"13-53403",,,,,,"Needle Curved ( Pink Tape)",,,,
,12,,2,,1,,,-1,,,"13-52415",,,,,,"Cable",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT044",,,,,,,,,,,"S/N:",,"001",,,,"LACRIMAL/ENT 1",,,,
,9,,2,,0,,,-2,,,"E4220",,,,,,"Quickert Lacrimal Probe #0",,,,
,11,,1,,0,,,-1,,,"E4406",,,,,,"Cannula - Lacrimal (2') - Pkg Separately",,,,
,31,,1,,0,,,-1,,,"N5793",,,,,,"Storz Wire Cutting Scissors",,,,
,34,,1,,0,,,-1,,,"SU6000",,,,,,"Bainbridge Intestinal Forceps 6 Str",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT051",,,,,,,,,,,"S/N:",,"001",,,,"MICRO ENT 1",,,,
,4,,4,,2,,,-2,,,"ST-JF-3-18",,,,,,"Micro Forceps 7 Str Flat Hdl",,,,
,7,,1,,0,,,-1,,,"MR3875030",,,,,,"Scissors Rhoton Str 18cm",,,,
,17,,2,,0,,,-2,,,"MIHD-DB",,,,,,"Clamp Vascular W/O Frame (Black)",,,,
,19,,1,,0,,,-1,,,"SF712",,,,,,"Bayonet Bipolar Tip-1.2mm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT058",,,,,,,,,,,"S/N:",,"001",,,,"OTOLOGY BIPOLARS ENT 1",,,,
,3,,1,,0,,,-1,,,"80-2985",,,,,,"Bipolar- Bayonet-0.25 mm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT059",,,,,,,,,,,"S/N:",,"001",,,,"OTOLOGY SPECIALS ENT 1",,,,
,31,,1,,0,,,-1,,,"N1705-76A5",,,,,,"House Suction-irrigator 5x7fr",,,,
,37,,1,,0,,,-1,,,"N0605-5",,,,,,"Brackmann Suction 5fr",,,,
,42,,1,,0,,,-1,,,"N0608-LL",,,,,,"Baron Suction Tube 4-1/4"" X-long 7fr",,,,
,43,,1,,0,,,-1,,,"N0610-LL",,,,,,"Baron Suction Tube 4-1/4"" X-long 5fr",,,,
,53,,1,,0,,,-1,,,"MR8023",,,,,,"Scissors Bayonet- Curved 8 3/4'",,,,
,56,,1,,0,,,-1,,,"12-17300",,,,,,"Forceps Micro Bayonet 0.2mm",,,,
,57,,1,,0,,,-1,,,"80-2930",,,,,,"Malis Bipolar Forceps Down Angle",,,,
,59,,1,,0,,,-1,,,"80-2986",,,,,,"Micro Irrigating Bipolar  Insulated",,,,
,62,,1,,0,,,-1,,,"13-19240",,,,,,"Micro Cup Forceps 5-1/8 Str",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT066",,,,,,,,,,,"S/N:",,"001",,,,"POW DRILL SKEETER/ENT 1",,,,
,9,,1,,0,,,-1,,,"31-55635",,,,,,"Oto-flex Carbide Burr 0.5mm Violet",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT069",,,,,,,,,,,"S/N:",,"003",,,,"RADICAL NECK/ENT 3",,,,
,55,,1,,0,,,-1,,,"KM47-451",,,,,,"Cutter Bone Small",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT070",,,,,,,,,,,"S/N:",,"001",,,,"RETR CHEEK/ENT 1",,,,
,7,,2,,1,,,-1,,,"01-7725",,,,,,"Retractor Obwegeser Dn 10x42mm ( Toe In)",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT083",,,,,,,,,,,"S/N:",,"001",,,,"SCREWDRIVER UNIVERSAL TIP/ENT 1",,,,
,11,,1,,0,,,-1,,,"50-425-19",,,,,,"Universal Screwdriver Blade #9 F/universal Screw Removal System",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"SCREWDRIVER UNIVERSAL TIP/ENT 2",,,,
,3,,1,,0,,,-1,,,"50-425-11",,,,,,"Universal Screwdriver Blade #1 F/universal Screw Removal System",,,,
,,,,,,,,,,,,,,,,,,,,,
,16,,1,,0,,,-1,,,"50-425-24",,,,,,"Scredriver Universal Hex",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT084",,,,,,,,,,,"S/N:",,"001",,,,"SEPTOPLASTY/ENT 1",,,,
,35,,1,,0,,,-1,,,"053135",,,,,,"Cottle Elevator 9"" D/E Graduted",,,,
,41,,2,,0,,,-2,,,"036111",,,,,,"Ballenger Swivel Knife 7-1/2"" Str 4mm",,,,
,65,,1,,0,,,-1,,,"056400",,,,,,"Fomon Dorsal Scissors 5-1/2"" Angled Hdl",,,,
,77,,1,,0,,,-1,,,"031200",,,,,,"Hartmann Forceps 6-3/4"" 7x2.5mm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"SEPTOPLASTY/ENT 2",,,,
,41,,2,,0,,,-2,,,"036111",,,,,,"Ballenger Swivel Knife 7-1/2"" Str 4mm",,,,
,64,,1,,0,,,-1,,,"OK372R",,,,,,"Scissors Foman Dorsal Angled",,,,
,66,,1,,0,,,-1,,,"BC157R",,,,,,"Joseph Scissors 6"" Cvd S/s",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"003",,,,"SEPTOPLASTY/ENT 3",,,,
,41,,2,,0,,,-2,,,"036111",,,,,,"Ballenger Swivel Knife 7-1/2"" Str 4mm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT087",,,,,,,,,,,"S/N:",,"001",,,,"SINUS FRONTAL KENNEDY ENT 1",,,,
,5,,1,,0,,,-1,,,"MCEN67-1",,,,,,"Forceps Mini Struycken 90 Deg. Right Opening",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"SINUS FRONTAL KENNEDY ENT 2",,,,
,19,,1,,0,,,-1,,,"MCEN133",,,,,,"Wormald Elevator Mallable Suction Blunt",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"003",,,,"SINUS FRONTAL KENNEDY ENT 3",,,,
,13,,1,,0,,,-1,,,"MCSK5",,,,,,"Kennedy Mallable Suction 6 Fr.",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT101",,,,,,,,,,,"S/N:",,"001",,,,"TONSIL #2/ENT 1",,,,
,17,,1,,0,,,-1,,,"072103",,,,,,"Barnhill Adenoid Curette #3",,,,
,29,,1,,0,,,-1,,,"070344",,,,,,"Blade Ring Retractor Left #4",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT104",,,,,,,,,,,"S/N:",,"001",,,,"SCOPE ZENKER ENT 1",,,,
,12,,1,,0,,,-1,,,"12067M",,,,,,"Insertable Suction 6mm x 3mm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT107",,,,,,,,,,,"S/N:",,"001",,,,"DR MASSEY MICRO 1",,,,
,16,,2,,0,,,-2,,,"MI1540",,,,,,"Needle Holder Tish Str W/tying Platform 6""",,,,
,24,,2,,1,,,-1,,,"MIHD-SB",,,,,,"Clamp Vascular Single Black 1.5-3.5mm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT108",,,,,,,,,,,"S/N:",,"001",,,,"DR MASSEY SPEC 1",,,,
,9,,1,,0,,,-1,,,"P6848",,,,,,"Scissors Jamison Supercut 7""",,,,
,25,,2,,1,,,-1,,,"MDS11.308.20",,,,,,"Forceps Atraumatic Debakey Str",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"DR MASSEY SPEC 2",,,,
,10,,1,,0,,,-1,,,"ST-SAA-18",,,,,,"Potts Scissors 18cm Ang 45° Flat Hdl",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"003",,,,"DR MASSEY SPEC 3",,,,
,10,,1,,0,,,-1,,,"ST-SAA-18",,,,,,"Potts Scissors 18cm Ang 45° Flat Hdl",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT112",,,,,,,,,,,"S/N:",,"001",,,,"SCOPE STEINER 1",,,,
,5,,1,,0,,,-1,,,"8661P",,,,,,"Adaptor for Suction Tubes",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT124",,,,,,,,,,,"S/N:",,"004",,,,"MALLEABLES ENT 4",,,,
,2,,1,,0,,,-1,,,"380-202",,,,,,"Spatula Davis Brain 7""x 3/8"" Malleable  9mm",,,,
,4,,1,,0,,,-1,,,"380206",,,,,,"Malleable 16mm",,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WENT132",,,,,,,,,,,"S/N:",,"001",,,,"ORAL MASS TRAY ENT 1",,,,
,29,,1,,0,,,-1,,,"053135",,,,,,"Cottle Elevator 9"" D/E Graduted",,,,
